id	swave	emp	tage	initage	nvals
4126	6	1	34	32	0
4159	0	1	33	33	1
4159	1	1	34	33	0
4159	2	0	34	33	0
4159	3	1	34	33	0
4159	4	1	35	33	0
4159	5	1	35	33	0
4159	6	1	35	33	0
4215	0	1	36	36	1
4215	1	1	37	36	0
4215	2	1	37	36	0
4215	3	1	37	36	0
4215	4	1	38	36	0
4215	5	1	38	36	0
4215	6	1	38	36	0
4283	0	1	30	30	1
4283	1	1	30	30	0
4283	2	1	30	30	0
4283	3	1	31	30	0
4283	4	1	31	30	0
4283	5	1	31	30	0
4283	6	1	32	30	0
4321	0	1	23	23	1
4321	1	1	24	23	0
4321	2	1	24	23	0
4321	3	1	24	23	0
4321	4	1	25	23	0
4321	5	1	25	23	0
4321	6	1	25	23	0
4419	0	1	34	34	1
4419	1	1	34	34	0
4419	2	1	34	34	0
4419	3	1	35	34	0
4419	4	1	35	34	0
4419	5	1	35	34	0
4419	6	1	36	34	0
4430	0	1	40	40	1
4430	1	1	40	40	0
4430	2	1	41	40	0
4430	3	1	41	40	0
4430	4	1	41	40	0
4430	5	1	42	40	0
4430	6	1	42	40	0
4471	0	1	22	22	1
4471	1	1	23	22	0
4471	2	1	23	22	0
4471	3	1	23	22	0
4471	4	1	24	22	0
4471	5	1	24	22	0
4471	6	1	24	22	0
4521	0	1	38	38	1
4521	1	1	38	38	0
4521	2	1	38	38	0
4521	3	1	39	38	0
4521	4	1	39	38	0
4521	5	1	39	38	0
4521	6	1	40	38	0
4547	0	1	40	40	1
4547	1	1	40	40	0
4547	2	1	41	40	0
4547	3	1	41	40	0
4547	4	1	41	40	0
4547	5	1	42	40	0
4547	6	1	42	40	0
4549	0	0	19	19	1
4549	1	1	20	19	0
4549	2	1	20	19	0
4549	3	1	20	19	0
4549	4	1	21	19	0
4549	5	1	21	19	0
4549	6	1	21	19	0
4571	0	1	38	38	1
4571	1	1	38	38	0
4571	2	1	39	38	0
4571	3	1	39	38	0
4571	4	1	39	38	0
4571	5	1	40	38	0
4571	6	1	40	38	0
4633	0	0	24	24	1
4633	1	0	25	24	0
4633	2	1	25	24	0
4633	3	1	25	24	0
4633	4	1	26	24	0
4633	5	1	26	24	0
4633	6	0	26	24	0
4678	0	1	33	33	1
4678	1	0	34	33	0
4678	2	1	34	33	0
4678	3	1	34	33	0
4678	4	1	35	33	0
4678	5	1	35	33	0
4678	6	0	35	33	0
4713	0	1	26	26	1
4713	1	1	26	26	0
4713	2	1	27	26	0
4713	3	1	27	26	0
4713	4	1	27	26	0
4713	5	1	28	26	0
4713	6	1	28	26	0
4729	0	1	29	29	1
4729	1	1	30	29	0
4729	2	1	30	29	0
4729	3	1	30	29	0
4729	4	1	31	29	0
4729	5	1	31	29	0
4729	6	1	31	29	0
4774	0	1	22	22	1
4774	1	1	22	22	0
4774	2	1	23	22	0
4774	3	1	23	22	0
4774	4	1	23	22	0
4774	5	1	24	22	0
4774	6	1	24	22	0
4805	0	1	39	39	1
4805	1	1	40	39	0
4805	2	1	40	39	0
4805	3	1	40	39	0
4805	4	1	41	39	0
4805	5	1	41	39	0
4805	6	0	41	39	0
4831	0	1	30	30	1
4831	1	1	30	30	0
4831	2	1	31	30	0
4831	3	1	31	30	0
4831	4	1	31	30	0
4831	5	1	32	30	0
4831	6	1	32	30	0
4934	0	1	32	32	1
4934	1	1	32	32	0
4934	2	1	33	32	0
4934	3	1	33	32	0
4934	4	1	33	32	0
4934	5	1	34	32	0
4934	6	1	34	32	0
4990	0	0	19	19	1
4990	1	0	20	19	0
4990	2	0	20	19	0
4990	3	0	20	19	0
4990	4	0	21	19	0
4990	5	0	21	19	0
4990	6	0	21	19	0
5023	0	1	40	40	1
5023	1	1	41	40	0
5023	2	1	41	40	0
5023	3	1	41	40	0
5023	4	1	42	40	0
5023	5	1	42	40	0
5023	6	1	42	40	0
5078	0	1	39	39	1
5078	1	1	39	39	0
5078	2	1	39	39	0
5078	3	1	40	39	0
5078	4	1	40	39	0
5078	5	1	40	39	0
5078	6	1	41	39	0
5224	0	1	27	27	1
5224	1	1	27	27	0
5224	2	1	27	27	0
5224	3	1	28	27	0
5224	4	1	28	27	0
5224	5	1	28	27	0
5224	6	1	29	27	0
5229	0	1	20	20	1
5229	1	1	20	20	0
5229	2	1	20	20	0
5229	3	1	21	20	0
5229	4	1	21	20	0
5229	5	1	21	20	0
5229	6	1	22	20	0
5284	0	1	28	28	1
5284	1	0	28	28	0
5284	2	1	29	28	0
5284	3	1	29	28	0
5284	4	1	29	28	0
5284	5	1	30	28	0
5284	6	1	30	28	0
5389	0	1	35	34	1
5389	1	1	35	34	0
5389	2	1	34	34	0
5389	3	1	36	34	0
5389	4	1	36	34	0
5389	5	1	36	34	0
5389	6	1	36	34	0
5453	0	1	34	34	1
5453	1	1	34	34	0
5453	2	1	34	34	0
5453	3	1	35	34	0
5453	4	1	35	34	0
5453	5	1	35	34	0
5453	6	1	36	34	0
5458	0	1	29	29	1
5458	1	1	29	29	0
5458	2	1	29	29	0
5458	3	1	30	29	0
5458	4	1	30	29	0
5458	5	1	30	29	0
5458	6	1	31	29	0
5532	0	1	30	30	1
5532	1	1	30	30	0
5532	2	1	31	30	0
5532	3	1	31	30	0
5532	4	1	31	30	0
5532	5	1	32	30	0
5532	6	1	32	30	0
5544	0	1	28	28	1
5544	1	1	29	28	0
5544	2	1	29	28	0
5544	3	1	29	28	0
5544	4	1	30	28	0
5544	5	1	30	28	0
5544	6	1	30	28	0
5650	0	0	36	36	1
5650	1	1	36	36	0
5650	2	1	37	36	0
5650	3	1	37	36	0
5650	4	1	37	36	0
5650	5	1	38	36	0
5650	6	1	38	36	0
5682	0	1	27	27	1
5682	1	0	28	27	0
5682	2	1	28	27	0
5682	3	1	28	27	0
5682	4	1	29	27	0
5682	5	1	29	27	0
5682	6	1	29	27	0
5725	0	1	34	34	1
5725	1	1	35	34	0
5725	2	1	35	34	0
5725	3	1	35	34	0
5725	4	1	36	34	0
5725	5	1	36	34	0
5725	6	1	36	34	0
5753	0	1	28	28	1
5753	1	1	28	28	0
5753	2	1	29	28	0
5753	3	1	29	28	0
5753	4	1	29	28	0
5753	5	1	30	28	0
5753	6	1	30	28	0
5762	0	1	32	32	1
5762	1	1	33	32	0
5762	2	1	33	32	0
5762	3	0	33	32	0
5762	4	1	34	32	0
5762	5	1	34	32	0
5762	6	1	34	32	0
5887	0	1	40	40	1
5887	1	1	41	40	0
5887	2	1	41	40	0
5887	3	1	41	40	0
5887	4	1	42	40	0
5887	5	1	42	40	0
5887	6	1	42	40	0
5922	0	1	40	40	1
5922	1	1	41	40	0
5922	2	1	41	40	0
5922	3	1	41	40	0
5922	4	1	42	40	0
5922	5	1	42	40	0
5922	6	1	42	40	0
6013	0	1	27	27	1
6013	1	1	28	27	0
6013	2	1	28	27	0
6013	3	1	28	27	0
6013	4	1	29	27	0
6013	5	1	29	27	0
6013	6	1	29	27	0
6017	0	0	34	34	1
6017	1	0	34	34	0
6017	2	1	35	34	0
6017	3	1	35	34	0
6017	4	1	35	34	0
6017	5	1	36	34	0
6017	6	1	36	34	0
